Rank,Name,Country,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Score,Rel_score(%),Award
153,Angelos Pelecanos,Cyprus,35,45.45,0,54,36,25,195.45,32.58,Bronze
154,Mohammed Yaseen Mowzer,South Africa,10,55.55,34,34,36,25,194.55,32.42,Bronze
155,Fabian Lyck,Switzerland,35,45.45,21,17,74,0,192.45,32.08,Bronze
156,Hou Tin Chau,"Macao, China",10,71.42,21,54,36,0,192.42,32.07,Bronze
157,Silap Aliyev,Turkmenistan,20,0.00,34,100,36,0,190.00,31.67,Bronze
158,Jonathan Gal,Israel,10,39.51,34,34,36,35,188.51,31.42,Bronze
159,Andrius Ovsianas,Lithuania,20,55.55,21,17,36,38,187.55,31.26,Bronze
160,Toomas Tennisberg,Estonia,20,45.45,34,34,54,0,187.45,31.24,Bronze
161,Arthur Léonard,France,10,45.45,34,34,36,26,185.45,30.91,Bronze
162,Mateus Bezrutchka,Brazil,20,57.11,0,34,36,38,185.11,30.85,
163,Nir Yaron,Israel,70,55.55,34,17,8,0,184.55,30.76,
164,Juan Carlos Sigler Priego,Mexico,20,33.93,34,17,54,25,183.93,30.66,
165,Fredrik Hernqvist,Sweden,10,38.46,21,34,54,25,182.46,30.41,
165,Labib Md. Rashid,Bangladesh,20,38.46,34,54,36,0,182.46,30.41,
167,Gonçalo Paredes,Portugal,20,45.45,21,17,54,25,182.45,30.41,
168,Álmos Zarándy,Hungary,35,38.86,0,17,74,13,177.86,29.64,
169,Joan Massachs Güell,Spain,50,71.42,0,17,36,0,174.42,29.07,
170,Ambrus Weisz,Hungary,10,71.42,21,34,36,0,172.42,28.74,
171,Cesc Folch Aldehuelo,Spain,20,0.00,34,17,74,25,170.00,28.33,
172,Kliment Serafimov,North Macedonia,35,0.00,13,100,20,0,168.00,28.00,
173,Konstantinos Agiannis,Greece,50,45.45,0,34,36,0,165.45,27.57,
174,Murilo Corato Zanarella,Brazil,50,0.00,0,54,36,25,165.00,27.50,
175,Matěj Konečný,Czech Republic,20,0.00,34,54,54,0,162.00,27.00,
176,Panagiotis Kostopanagiotis,Greece,35,38.46,34,17,36,0,160.46,26.74,
177,Tsz Fung Yu,"Hong Kong, China",50,55.55,0,17,36,0,158.55,26.43,
178,Alexander Bestard Rivera,Cuba,20,45.45,21,34,36,0,156.45,26.07,
179,Kristiyan Tsaklev,Bulgaria,20,0.00,0,100,36,0,156.00,26.00,
180,Dejan Todorovic,Montenegro,20,45.45,0,54,36,0,155.45,25.91,
181,Kadyrbek Narmamatov,Kyrgyzstan,35,33.33,34,17,36,0,155.33,25.89,
182,Nodir Daminov,Tajikistan,50,0.00,34,34,36,0,154.00,25.67,
183,Nur Muhammad Shafiullah,Bangladesh,20,45.79,0,17,36,35,153.79,25.63,
184,Ignas Kancleris,Lithuania,20,45.45,34,34,20,0,153.45,25.57,
185,Boris Tanchovski,North Macedonia,20,46.02,34,17,36,0,153.02,25.50,
186,Rowan Lee,United Kingdom,10,71.42,34,17,20,0,152.42,25.40,
187,Javier Oliva,Chile,20,56.42,21,17,36,0,150.42,25.07,
188,Román Castellarin,Argentina,20,33.33,34,17,20,25,149.33,24.89,
189,Jan Ahmetspahić,Bosnia and Herzegovina,35,0.00,21,17,74,0,147.00,24.50,
190,Byung Hoon Cho,New Zealand,20,38.46,34,17,36,0,145.46,24.24,
191,Velibor Dosljak,Montenegro,10,46.13,34,17,36,0,143.13,23.86,
192,Doro Umarov,Tajikistan,20,55.55,0,17,36,13,141.55,23.59,
193,M. Besher Massri,Syria,10,40.49,0,17,74,0,141.49,23.58,
194,Joud Zouzou,Syria,50,33.33,21,17,20,0,141.33,23.55,
195,Miquel Ortega Sánchez Colomer,Spain,50,0.00,21,34,36,0,141.00,23.50,
196,Timon Stampfli,Switzerland,20,16.40,34,34,36,0,140.40,23.40,
197,Angel David Ortega Ramírez,Mexico,20,45.45,21,17,36,0,139.45,23.24,
198,Dimitar Bajraktarov,North Macedonia,100,0.00,0,17,20,0,137.00,22.83,
199,Arnaud Robin,France,20,45.45,0,17,54,0,136.45,22.74,
199,Samuel Sládek,Slovakia,0,45.45,21,34,36,0,136.45,22.74,
201,Jia Jen Ng,Malaysia,20,45.45,0,34,36,0,135.45,22.57,
202,Philip Wellnitz,Germany,25,55.55,0,17,36,0,133.55,22.26,
203,Allanur Shiriyev,Turkmenistan,35,45.45,0,17,36,0,133.45,22.24,
203,Nico Ekkart,Belgium,35,45.45,0,17,36,0,133.45,22.24,
205,Dalimil Hájek,Czech Republic,50,45.45,0,17,20,0,132.45,22.07,
205,Théophane Vallaeys,France,0,45.45,34,17,36,0,132.45,22.07,
207,Simmo Saan,Estonia,10,48.29,21,17,36,0,132.29,22.05,
208,Emmanuel Antonio Cuevas,Mexico,20,55.55,0,17,36,0,128.55,21.43,
209,Emmanuil Michalainas,Greece,20,0.00,34,34,36,0,124.00,20.67,
210,Azret Kenzhaliev,Kyrgyzstan,35,33.33,0,17,36,0,121.33,20.22,
210,Zhenxian Yang,United Kingdom,35,33.33,0,17,36,0,121.33,20.22,
212,Johannes Heuseveldt,Netherlands,10,56.77,0,17,36,0,119.77,19.96,
213,Carlos Galeana Hernández,Mexico,10,55.55,0,17,36,0,118.55,19.76,
214,Ahmed Bouhoula,Tunisia,20,45.45,0,17,36,0,118.45,19.74,
214,David Shah,United Kingdom,20,45.45,0,17,36,0,118.45,19.74,
214,Sebastian Blunt,Denmark,20,45.45,0,17,36,0,118.45,19.74,
214,Stacia Edina Johanna,Indonesia,20,45.45,0,17,36,0,118.45,19.74,
218,Philip Anderson,New Zealand,20,32.00,0,17,36,13,118.00,19.67,
219,Florian Leimgruber,Austria,35,45.45,0,17,20,0,117.45,19.57,
220,Ingus Jānis Pretkalniņš,Latvia,100,0.00,0,17,0,0,117.00,19.50,
220,Oliver Nisumaa,Estonia,100,0.00,0,17,0,0,117.00,19.50,
222,Mattéo Couplet,Belgium,20,29.41,0,17,36,13,115.41,19.23,
223,Emilijus Stankus,Lithuania,20,56.07,0,17,20,0,113.07,18.84,
224,Jen Khai Yew,Malaysia,20,38.46,0,17,36,0,111.46,18.58,
224,Jordi Castellví Foguet,Spain,20,38.46,0,17,36,0,111.46,18.58,
226,Elgun Jabrayilzade,Azerbaijan,20,4.27,34,17,36,0,111.27,18.55,
227,Ian Vincent Palabasan,Philippines,10,45.45,0,34,20,0,109.45,18.24,
228,Akjarkyn Tumurkhan,Mongolia,10,45.45,0,17,36,0,108.45,18.07,
228,Andrey Li,Uzbekistan,10,45.45,0,17,36,0,108.45,18.07,
228,Battulga Enkhbayar,Mongolia,10,45.45,0,17,36,0,108.45,18.07,
228,Juan Bedoya,Colombia,10,45.45,0,17,36,0,108.45,18.07,
232,Carl Dybdahl,Denmark,25,30.42,0,17,36,0,108.42,18.07,
233,Pascal Sommer,Switzerland,20,14.82,34,17,20,0,105.82,17.64,
234,Mohamed Moakhar,Tunisia,20,45.45,0,17,20,0,102.45,17.07,
235,Hasib Al Muhaimin,Bangladesh,10,0.00,21,17,54,0,102.00,17.00,
236,Nicolas Jacques Brauch,Luxembourg,20,26.31,0,17,36,0,99.31,16.55,
237,Bakhoduri Sukhayli,Tajikistan,10,0.00,34,17,36,0,97.00,16.17,
238,Bor Brecelj,Slovenia,20,38.46,0,17,20,0,95.46,15.91,
239,Mohamed Fadhel Omar,Tunisia,25,0.00,0,34,36,0,95.00,15.83,
240,Erkin Matkaziev,Kyrgyzstan,35,5.68,0,17,36,0,93.68,15.61,
241,Markus Krabbe Larsen,Denmark,10,12.74,0,34,36,0,92.74,15.46,
242,Nicolás Mosnaim,Chile,20,19.57,0,17,36,0,92.57,15.43,
243,Michael José Gonzales Bardales,Dominican Republic,10,45.45,0,17,20,0,92.45,15.41,
243,Teofil Camarasu,Ireland,10,45.45,0,17,20,0,92.45,15.41,
245,Roshnal Lihinikadu,Sri Lanka,20,18.51,0,17,36,0,91.51,15.25,
246,Karl Lundstig,Sweden,25,0.00,0,17,36,13,91.00,15.17,
246,Mihail Chihai,Moldova,20,0.00,34,17,20,0,91.00,15.17,
246,Mohammad Abuaboud,Jordan,20,0.00,34,17,20,0,91.00,15.17,
249,Martin Mirakyan,Armenia,10,27.23,0,17,36,0,90.23,15.04,
250,Imran Hasan,Bangladesh,20,0.00,0,34,36,0,90.00,15.00,
251,Dario Ostuni,Italy,0,0.00,34,17,36,0,87.00,14.50,
252,Tom Jacob Smeding,Netherlands,20,13.06,0,17,36,0,86.06,14.34,
253,Fahrudin Halilović,Bosnia and Herzegovina,20,29.41,0,0,36,0,85.41,14.23,
254,Pui Chun Ng,"Macao, China",10,38.46,0,34,0,0,82.46,13.74,
255,Maximiliano Redigonda,Argentina,20,9.43,0,17,36,0,82.43,13.74,
256,Simon Lehner-Dittenberger,Austria,0,29.41,0,17,36,0,82.41,13.73,
257,Andrés Pérez,Colombia,0,45.45,0,0,36,0,81.45,13.57,
258,Pasindu Wijesena,Sri Lanka,10,0.00,0,34,36,0,80.00,13.33,
259,Robin Jadoul,Belgium,20,22.56,0,17,20,0,79.56,13.26,
260,Juan Chaves,Colombia,10,33.33,0,0,36,0,79.33,13.22,
261,Miguel Angel Ortiz Merida,Bolivia,20,4.40,0,17,36,0,77.40,12.90,
262,Håvard Terland,Norway,10,0.00,0,34,8,25,77.00,12.83,
263,Aldrich Ellis Asuncion,Philippines,10,11.92,0,17,36,0,74.92,12.49,
264,Oscar Peulicke,Denmark,20,0.00,0,34,20,0,74.00,12.33,
265,Adem Khachnaoui,Tunisia,20,0.00,0,17,36,0,73.00,12.17,
265,Batjargal Altangerel,Mongolia,20,0.00,0,17,36,0,73.00,12.17,
265,Fábio Colaço,Portugal,20,0.00,0,17,36,0,73.00,12.17,
265,José Correia,Portugal,20,0.00,0,17,36,0,73.00,12.17,
265,Nouran AbdElAziz,Egypt,20,0.00,0,17,36,0,73.00,12.17,
265,Tim Poštuvan,Slovenia,20,0.00,0,17,36,0,73.00,12.17,
265,Valentin Plotkin,Norway,20,0.00,0,17,36,0,73.00,12.17,
272,Mohamad Dwik,Syria,35,0.00,0,0,36,0,71.00,11.83,
273,Jo Pletsch,Luxembourg,10,6.84,0,17,36,0,69.84,11.64,
274,Elvir Crnčević,Bosnia and Herzegovina,10,38.46,0,0,20,0,68.46,11.41,
275,Sami Bosch,Luxembourg,0,15.15,0,17,36,0,68.15,11.36,
276,Ahmed Morsy,Egypt,10,0.00,0,17,36,0,63.00,10.50,
276,Benjamin Aguilar,Chile,10,0.00,0,17,36,0,63.00,10.50,
276,Diego Alejandro Angulo Ramirez,Bolivia,10,0.00,0,17,36,0,63.00,10.50,
276,Mudith Witharamalage,Sri Lanka,10,0.00,0,17,36,0,63.00,10.50,
280,Valeriu Motroi,Moldova,25,0.00,0,17,20,0,62.00,10.33,
281,Zarlyk Zhusubaliev,Kyrgyzstan,20,0.00,21,17,0,0,58.00,9.67,
282,Jood Hajeer,Jordan,20,0.00,0,17,20,0,57.00,9.50,
282,Si Weng Lam,"Macao, China",20,0.00,0,17,20,0,57.00,9.50,
284,Bat-Orshikh Gombojav,Mongolia,20,0.00,0,0,36,0,56.00,9.33,
284,Martin Peterlin,Slovenia,20,0.00,0,0,36,0,56.00,9.33,
286,Evripidis Papaevripidis,Cyprus,35,0.00,0,0,20,0,55.00,9.17,
287,Gianni Weinand,Argentina,0,0.00,0,17,36,0,53.00,8.83,
287,Rustam Aghayev,Azerbaijan,0,0.00,0,17,36,0,53.00,8.83,
287,Áron Hoffmann,Ireland,0,0.00,0,17,36,0,53.00,8.83,
290,Hristijan Gjorshevski,North Macedonia,10,0.00,0,17,20,0,47.00,7.83,
290,Marcelo Alejandro Zeballos Guzman,Bolivia,10,0.00,0,17,20,0,47.00,7.83,
290,Matthew Ryan Tan,Philippines,10,0.00,0,17,20,0,47.00,7.83,
290,Nisal Periyapperuma,Sri Lanka,10,0.00,0,17,20,0,47.00,7.83,
294,Alejandra Martinez Jimenez,Dominican Republic,10,0.00,0,0,36,0,46.00,7.67,
294,Kam Fai Chan,"Macao, China",10,0.00,0,0,36,0,46.00,7.67,
296,Berdimyrat Cholukov,Turkmenistan,20,0.00,0,0,20,0,40.00,6.67,
296,Giorgos Gavriil,Cyprus,20,0.00,0,0,20,0,40.00,6.67,
296,Kai Hsien Boo,Malaysia,20,0.00,0,0,20,0,40.00,6.67,
299,Ariel Nowik,Argentina,20,0.00,0,17,0,0,37.00,6.17,
299,Daniel Mulcahy,Ireland,0,0.00,0,17,20,0,37.00,6.17,
299,João Lago,Portugal,0,0.00,0,17,20,0,37.00,6.17,
299,Leandro Cerna,Chile,0,0.00,0,17,20,0,37.00,6.17,
299,Max Meijer,Netherlands,20,0.00,0,17,0,0,37.00,6.17,
299,Satoru Diaz Nakada,Venezuela,0,0.00,0,17,20,0,37.00,6.17,
305,David Kaller,Venezuela,0,10.63,0,17,8,0,35.63,5.94,
306,Sami Daoud,Jordan,10,0.00,0,17,8,0,35.00,5.83,
307,Raif Akhmedshin,Uzbekistan,10,0.00,0,0,20,0,30.00,5.00,
307,Roger Trujillo,Colombia,10,0.00,0,0,20,0,30.00,5.00,
309,Adamos Ttofari,Cyprus,10,0.00,0,17,0,0,27.00,4.50,
310,Noah Donnelly,Ireland,0,0.00,0,17,8,0,25.00,4.17,
311,Manuel David Sanchez Suero,Dominican Republic,0,0.00,0,0,20,0,20.00,3.33,
311,Mohammad Abuejheisheh,Jordan,0,0.00,0,0,20,0,20.00,3.33,
313,David Bou,Venezuela,0,0.00,0,17,0,0,17.00,2.83,
313,Ronaldo Franco Jaldin,Bolivia,0,0.00,0,17,0,0,17.00,2.83,
315,Kamal Eyubov,Azerbaijan,10,0.00,0,0,0,0,10.00,1.67,
315,Sharif Afandi,Azerbaijan,10,0.00,0,0,0,0,10.00,1.67,
317,Chibuoyim Faith Wilson Ogbonna,Nigeria,0,0.00,0,0,0,0,0.00,0.00,
317,Christian Lopez,Venezuela,0,0.00,0,0,0,0,0.00,0.00,
317,Emmanuel Oriolowo Niyi,Nigeria,0,0.00,0,0,0,0,0.00,0.00,
317,Fodunbosade Abisodun Ologunde,Nigeria,0,0.00,0,0,0,0,0.00,0.00,
317,Victoria Tamuno-Miebaka Okumgba,Nigeria,0,0.00,0,0,0,0,0.00,0.00,
